Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
GORGA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Gorga,GORGA,"C/ MAYOR, Nº 43",3811,965533526,D - 15 ZB - 05,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BALONES,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Balones,BALONES,"C/ SAN ANTONIO, S/N",3812,965533516,D - 15 ZB - 05,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
MILLENA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Millena,MILLENA,"PLAZA MAYOR, Nº 1",03812,965511072,D - 15 ZB - 05,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
CASTALLA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Castalla,CASTALLA,"C/ COLÓN, Nº 44-46",3420,966528050,D - 15 ZB - 06,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
COCENTAINA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Cocentaina,COCENTAINA,"AVDA. REIAL BLANC, S/N",3820,966528354,D - 15 ZB - 07,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
C.S.I. DE IBI II,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Ibi,IBI,"CL JAIME I EL CONSQUISTADOR, Nº 98",03440,966528650,D - 15 ZB - 08,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
IBI,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Ibi,IBI,"C/ RIU DE CAIXES, Nº 8",03440,966528712,D - 15 ZB - 08,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
GAIANES,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Gaianes,GAIANES,"PLAZA MAYOR, Nº 1",3840,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
LA VALL D'ALCALA - BENIAYA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Vall d'Alcalà, la",BENIAYA,"C/ LA FONT, Nº 1",3788,965514108,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
LA VALL D'ALCALÀ,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Vall d'Alcalà, la",LA VALL D´ ALCALÀ,HOGAR DEL PENSIONISTA,3788,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENIMARFULL,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Benimarfull,BENIMARFULL,"PLAZA CAUDILLO, Nº 2",3827,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENILLUP,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Benillup,BENILLUP,"PLAZA DE LA IGLESIA, Nº 1",3827,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
L'ALQUERIA D'ASNAR,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Alqueria d'Asnar, l'",L'ALQUERIA D'ASNAR,"SAN LORENZO, Nº 6",3829,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ALMUDAINA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Almudaina,ALMUDAINA,"C/ LES MORERES, Nº 11",3827,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ALCOCER DE PLANES,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alcocer de Planes,ALCOCER DE PLANES,"C/ SAN BLAI, Nº 3",3841,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
AGRES,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Agres,AGRES,"PLAZA D'ESPAÑA, Nº 1",03837,965510001,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENIARRÉS,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Beniarrés,BENIARRÉS,"C/ ALACANT, Nº3",3850,965515081,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
PLANES  - BENIALFAQUÍ,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Planes,BENIALFAQUÍ,COOPERATIVA AGRARIA,3828,965514103,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
PLANES - CATAMARRUCH,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Planes,CATAMARRUCH,"C/ SAN JOSÉ, Nº 25",3828,965514072,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
PLANES - MARGARIDA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Planes,MARGALIDA,"C/ ABADIA, Nº 1",3828,965514073,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
PLANES,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Planes,PLANES,"C/ SAN BLAI, Nº 3",3828,965514103,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
MURO DE ALCOY,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Muro de Alcoy,MURO DE ALCOY,"CL DENTELL, S/N",03830,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
ALFAFARA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alfafara,ALFAFARA,"CL MAESTRO NAVARRO, Nº 2",03838,966528254,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
LORCHA/ORXA (L'),COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Lorcha/Orxa, l'",LORCHA/ORXA (L'),"C/ MESTRE SERRANO, Nº 20",3860,966511159,D - 15 ZB - 09,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ONIL,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Onil,ONIL,"C/ BIAR, S/N",3430,966557629,D - 15 ZB - 10,DEPARTAMENTO DE SALUD DE ALCOY,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
ALACANT / ALICANTE C/ GERONA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"C/ GERONA, Nº 24",03001,966478900,D - 17 ZB - 01,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
ALACANT / ALICANTE - SANTA FAZ,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"PLAZA SANTÍSIMA FAZ, Nº 7",03002,965918134,D - 17 ZB - 02,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
ALACANT / ALICANTE - HOSPITAL PROVINCIAL - PLÁ,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"C/ DOCTOR SAPENA, S/N",03013,965918370,D - 17 ZB - 03,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
ALACANT / ALICANTE - GARBINET,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,C/ MÉDICO VICENTE REYES,03015,965919632,D - 17 ZB - 03,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ALACANT / ALICANTE - JUAN XXIII,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"C/ BARITONO PACO LA TORRE, S/N",03015,965918361,D - 17 ZB - 04,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
ALACANT / ALICANTE - ALBUFERETA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"C/ OLIMPO, S/N",03016,965919622,D - 17 ZB - 05,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ALACANT / ALICANTE - PLAYA DE SANT JOAN D'ALACANT,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"AVDA. BRUSELAS, Nº 19",03540,965932612,D - 17 ZB - 05,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,SI
ALACANT / ALICANTE - VISTAHERMOSA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"AVDA. DENIA (COMPLEJO VISTAHERMOSA), Nº 140",03016,965269250,D - 17 ZB - 05,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ALACANT / ALICANTE - CABO HUERTAS,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Alicante/Alacant,ALICANTE,"C/ ARPÓN, S/N",03540,965918313,D - 17 ZB - 05,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
ELS POBLETS COVETA FUMA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Campello, el",EL CAMPELLO,"C/ ORIHUELA, S/N",3560,-,D - 17 ZB - 06,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
EL CAMPELLO - PLAYA DE MUCHAVISTA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Campello, el",EL CAMPELLO,"C/ JUÁN DE LA CIERVA, Nº 19",3560,965932630,D - 17 ZB - 06,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
C.S.I. EL CAMPELLO,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Campello, el",EL CAMPELLO,"AV GERMANÍAS, S/N",03560,965937480,D - 17 ZB - 06,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
AIGÜES,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Aigües,AIGÜES,"C/ DOCTOR SAPENA, Nº 33",3569,966908230,D - 17 ZB - 06,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
LA TORRE DE LES MAÇANES / TORREMANZANAS,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,"Torremanzanas/Torre de les Maçanes, la",TORREMANZANAS,CASA DEL MÉDICO,3108,965619391,D - 17 ZB - 07,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
JIJONA/XIXONA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Jijona/Xixona,JIJONA/XIXONA,"PTDA. DE SEGORB, S/N",3100,966908000,D - 17 ZB - 07,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
TIBI,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Tibi,TIBI,CASA DEL MÉDICO,3109,965617103,D - 17 ZB - 07,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
MUTXAMEL - LA HUERTA,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Mutxamel,MUTXAMEL,"C/ DEL PINO, S/N",3110,965952877,D - 17 ZB - 08,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
MUTXAMEL,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Mutxamel,MUTXAMEL,"C/ DEL MAR, S/N",3110,965937464,D - 17 ZB - 08,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
BUSOT,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Busot,BUSOT,"C/ MAJOR, Nº 3",3111,965699487,D - 17 ZB - 08,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
SANT JOAN D´ALACANT,COMUNIDAD VALENCIANA,ALICANTE/ALACANT,Sant Joan d'Alacant,SANT JOAN D'ALACANT,"C/ AUSIAS MARCH, S/N",03550,965937444,D - 17 ZB - 09,DEPARTAMENTO DE SALUD DE ALICANTE - SANT JOAN D'ALACANT,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
ATZENETA DEL MAESTRAT,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Atzeneta del Maestrat,ATZENETA DEL MAESTRAT,"C/ MOSÉN RICARDO MIRALLES, Nº 14",12132,964370543,D - 02 ZB - 01,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
VISTABELLA DEL MAESTRAT,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Vistabella del Maestrat,VISTABELLA DEL MAESTRAT,"AV RAMÓN SALVADOR, Nº 32",12135,964399040,D - 02 ZB - 01,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
CHODOS/XODOS,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Chodos/Xodos,CHODOS/XODOS,"C/ MAJOR, Nº1",12134,964739778,D - 02 ZB - 01,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENAFIGOS,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benafigos,BENAFIGOS,"PLAZA MAYOR, Nº 1",12134,964739747,D - 02 ZB - 01,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
VILAR DE CANES,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Vilar de Canes,VILAR DE CANES,"PLAZA IGLESIA, Nº 4",12162,964336111,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
LA SERRATELLA,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,"Serratella, la",SARRATELLA,"PLAZA, Nº 4",12184,964761075,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
LA TORRE D´EN BESORA,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,"Torre d'En Besora, la",LA TORRE D´EN BESORA,"C/ BAJO VILA, S/N",12161,964336108,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ALBOCÀSSER,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Albocàsser,ALBOCÀSSER,"C/ LA HUERTA, Nº 22",12140,964158150,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
PLA DE LES VINYES,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Culla,CULLA,"MASÍA PÍO, Nº 2",12163,964446397,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
CULLA,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Culla,CULLA,"C/ SAN LUIS, S/N",12163,964336105,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENASAL - FUENTES EN SEGURES (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benassal,FUENTES EN SEGURES,"AVDA. DR. PUIGVERT, S/N",12160,-,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENASSAL,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benassal,BENASAL,"AVDA. MONFERRER, S/N",12160,964336114,D - 02 ZB - 02,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
L'ALCORA,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,"Alcora, l'",L'ALCORA,"C/ EXCMA DIPUTACIÓN, S/N",12110,964360952,D - 02 ZB - 03,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
COSTUR,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Costur,COSTUR,"PLAZA MAYOR, S/N",12119,964739706,D - 02 ZB - 03,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
"L´ALCORA, LA FOIA",COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,"Alcora, l'",L'ALCORA,C/ EL SOL S/N,12121,964739742,D - 02 ZB - 03,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
SANT JOAN DE MORÓ,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Sant Joan de Moró,SANT JOAN DE MORÓ,"C/ CERVANTES, Nº 10",12130,964739793,D - 02 ZB - 03,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
FIGUEROLES,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Figueroles,FIGUEROLES,"PLAZA DE LA IGLESIA, Nº 1",12122,964739706,D - 02 ZB - 03,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
CASTELLÓN DE LA PLANA - BARRANQUET,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Castelló de la Plana,CASTELLÓN DE LA PLANA,"C/ LLARG, Nº 70",12004,964726450,D - 02 ZB - 04,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
C.S.I. ALMAZORA,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Almassora,ALMAZORA/ALMASSORA,"C/ BATALLA DE BAILEN, S/N",12550,964558800,D - 02 ZB - 04,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
ALMAZORA/ALMASSORA,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Almassora,ALMAZORA/ALMASSORA,"C/ SAN PEDRO, S/N",12550,964739960,D - 02 ZB - 04,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
ALMAZORA/ALMASSORA - LA TORRE (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Almassora,ALMAZORA/ALMASSORA,"AVDA. MEDITERRANEA, S/N",12550,964559002,D - 02 ZB - 04,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
OROPESA DEL MAR/ORPESA - LA CONCHA (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Oropesa del Mar/Orpesa,OROPESA DEL MAR/ORPESA,"AV LA PLANA, Nº 59",12594,964312345,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENICASIM / BENICÀSSIM,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benicasim/Benicàssim,BENICÀSSIM-BENICASIM,"C/ ESTADI, S/N",12560,964739870,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,SI
BENICASIM / BENICÀSSIM - VILA-REAL (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benicasim/Benicàssim,BENICASIM/BENICÀSSIM,"CL VILLARREAL, S/N",12560,964392274,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
OROPESA DEL MAR/ORPESA - LA MARINA (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Oropesa del Mar/Orpesa,OROPESA DEL MAR/ORPESA,"EDIFICIO TIMON, AV LA MARINA, S/N",12594,964313196,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
ORPESA DEL MAR / ORPESA - AVENIDA DEL MAR (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Oropesa del Mar/Orpesa,OROPESA DEL MAR/ORPESA,"AV DEL MAR, Nº 31-33",12594,964558450,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
OROPESA DEL MAR/ORPESA,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Oropesa del Mar/Orpesa,OROPESA DEL MAR/ORPESA,"AVDA. TORREBLANCA, Nº 14",12594,964739860,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
BENICASIM / BENICÀSSIM - ATLANTA (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benicasim/Benicàssim,BENICASIM/BENICÀSSIM,"AV FERRANDIZ SALVADOR, Nº 290",12560,964395744,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENICASIM / BENICÀSSIM - VILAMAR (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benicasim/Benicàssim,BENICASIM/BENICÀSSIM,"AV BARCELONA, Nº 87",12560,964305062,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENICASIM / BENICÀSSIM - AZULMAR (verano),COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benicasim/Benicàssim,BENICASIM/BENICÀSSIM,"AV FERRANDIZ SALVADOR, 174",12560,964392961,D - 02 ZB - 05,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
BENLLOCH,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Benlloc,BENLLOCH,"C/ LIBERTAD, S/N",12181,964739490,D - 02 ZB - 06,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CENTRO SALUD,NO
SIERRA ENGARCERÁN - ELS ROSILDOS,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Sierra Engarcerán,ELS ROSILDOS,"AVDA. CONSTITUCIÓN, S/N",12164,964739763,D - 02 ZB - 06,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
SIERRA ENGARCERÁN,COMUNIDAD VALENCIANA,CASTELLÓN/CASTELLÓ,Sierra Engarcerán,SIERRA ENGARCERÁN,"C/ HERMINIO SALVADOR, Nº 3",12182,964739775,D - 02 ZB - 06,DEPARTAMENTO DE SALUD DE CASTELLÓ,Pública Directa,AGÈNCIA VALENCIANA DE SALUT,CONSULTORIO LOCAL,NO
