Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0943000757,430056,HOSPITAL VIAMED MONEGAL,CATALUÑA,TARRAGONA,Tarragona,CALLE LOPEZ PELAEZ 15-17,43002,977225012,53,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0943000758,430173,HOSPITAL DE LA SANTA CREU,CATALUÑA,TARRAGONA,Tortosa,PASEO MOSSEN VALLS BARTOMEU 1,43590,977500533,250,Hospitales de media y larga estancia,MUNICIPIO,,Red de utilización pública (RUP),SI
0943000759,430189,CLINICA TERRES DE L'EBRE,CATALUÑA,TARRAGONA,Tortosa,PLAZA JOAQUIM  BAU 6-8,43500,977588200,40,Hospitales Generales,MUNICIPIO,,Red de utilización pública (RUP),NO
0943000760,430167,HOSPITAL DE TORTOSA VERGE DE LA CINTA,CATALUÑA,TARRAGONA,Tortosa,CALLE ESPLANETES . 44,43500,977519100,248,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Red de utilización pública (RUP),SI
0943000761,430081,HOSPITAL COMARCAL MORA D'EBRE,CATALUÑA,TARRAGONA,Móra d'Ebre,CALLE BENET MESSEGUER S/N,43740,977401863,120,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0943000762,430228,PIUS HOSPITAL DE VALLS,CATALUÑA,TARRAGONA,Valls,PLAZA SANT FRANCESC S/N,43800,977613000,142,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
0943000763,430234,RESIDENCIA ALT CAMP,CATALUÑA,TARRAGONA,Valls,CAMINO DEL BOSC S/N,43800,977600292,50,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
0943000764,430213,POLICLINICA COMARCAL DEL VENDRELL.,CATALUÑA,TARRAGONA,Santa Oliva,AVENIDA SANTA OLIVA 1-13,43710,977660140,136,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0943000765,430249,CENTRE SOCIOSANITARI CIUTAT DE REUS,CATALUÑA,TARRAGONA,Reus,CAMINO DE TARRAGONA 10,43204,977300021,85,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0943000766,430252,HOSPITAL COMARCAL D'AMPOSTA,CATALUÑA,TARRAGONA,Amposta,CALLE JACINT VERDAGUER 11,43870,977700050,88,Hospitales Generales,MUNICIPIO,,Red de utilización pública (RUP),NO
0943000769,430265,CENTRE SOCIOSANITARI LLEVANT,CATALUÑA,TARRAGONA,Tarragona,CALLE JOAN FUSTER ORTELLS S/N,43007,977239412,60,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
0943000770,430276,RESIDENCIA VILA-SECA,CATALUÑA,TARRAGONA,Vila-seca,CALLE REQUET DE FELIX 35,43480,977395825,35,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0943000771,430298,HOSPITAL DEL VENDRELL,CATALUÑA,TARRAGONA,"Vendrell, El",CARRETERA N-340 1193,43700,977257900,120,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0943000772,430287,UNITAT POLIVALENT EN SALUT MENTAL D'AMPOSTA,CATALUÑA,TARRAGONA,Amposta,CALLE AMERICA 15,43870,977338565,127,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),NO
0943000775,430300,CENTRE SOCIOSANITARI I RESIDENCIA ASSISTIDA SALOU,CATALUÑA,TARRAGONA,Salou,AVENIDA PAU CASALS 3,43840,977774705,30,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0943000777,430322,RESIDENCIA SANTA TECLA PONENT,CATALUÑA,TARRAGONA,Tarragona,CALLE MENORCA 26,43006,977540678,70,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0943001036,430094,HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS,CATALUÑA,TARRAGONA,Reus,AVENIDA JOSEP LAPORTE 2,43204,977310300,313,Hospitales Generales,MUNICIPIO,,Red de utilización pública (RUP),SI
1003000040,030190,SANATORIO SAN FRANCISCO DE BORJA FONTILLES,COMUNIDAD VALENCIANA,ALICANTE,"Vall de Laguar, la","CARRETERA ORBA-VALL DE LAGUAR, KM 4 NUMERO S/N",03791,963511583;965583350,96,Hospitales de media y larga estancia,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
1003000098,030351,HOSPITAL LA PEDRERA,COMUNIDAD VALENCIANA,ALICANTE,Dénia,PARTIDA PLANA EST 4,03700,965579702;966467170,107,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1003000121,030187,HOSPITAL SANT VICENT DEL RASPEIG,COMUNIDAD VALENCIANA,ALICANTE,San Vicente del Raspeig/Sant Vicent del Raspeig,CALLE LILLO JUAN 137,03690,965907700,179,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1003000129,030041,VITHAS HOSPITAL PERPETUO INTERNACIONAL,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,PLAZA DOCTOR GOMEZ ULLA 15,03013,965201100;965230332,103,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1003000134,030036,CLINICA VISTAHERMOSA GRUPO HLA,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,AVENIDA DENIA 103,03015,649303489;965268000,106,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1003000135,030067,HOSPITAL VIRGEN DE LOS LIRIOS,COMUNIDAD VALENCIANA,ALICANTE,Alcoy/Alcoi,CALLE CARAMANXEL S/N,03804,965537400;965537499,305,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000136,030204,HOSPITAL MARINA BAIXA DE LA VILA JOIOSA,COMUNIDAD VALENCIANA,ALICANTE,"Villajoyosa/Vila Joiosa, la",AVENIDA ALCALDE EN JAUME BOTELLA MAYOR 7,03570,966859800;966859858,270,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000142,030152,HOSPITAL GENERAL UNIVERSITARIO DE ELCHE,COMUNIDAD VALENCIANA,ALICANTE,Elche/Elx,CALLE CAMI ALMAZARA 11,03203,966616211;966616900,408,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000144,030092,HOSPITAL CLINICA BENIDORM,COMUNIDAD VALENCIANA,ALICANTE,Benidorm,AVENIDA ALFONSO PUCHADES 8,03501,965853850;966831004,163,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1003000161,030211,HOSPITAL VEGA BAJA DE ORIHUELA,COMUNIDAD VALENCIANA,ALICANTE,Orihuela,PARAJE CARRETERA ALMORADI S/N,03325,966749000;966749054,336,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000167,030298,HOSPITAL QUIRONSALUD TORREVIEJA,COMUNIDAD VALENCIANA,ALICANTE,Torrevieja,PARTIDA DE LA LOMA S/N,03184,966921313,132,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1003000176,030328,HOSPITAL IMED LEVANTE,COMUNIDAD VALENCIANA,ALICANTE,Benidorm,CALLE DR SANTIAGO RAMON Y CAJAL 7,03503,966878783;966878787,100,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1003000177,030232,HOSPITAL PSIQUIATRICO PENITENCIARIO DE FONTCALENT,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,COMPLEJO CENTRO PENITENC. FONTCALEN 1,03113,965101230;965102222,432,Hospitales de salud mental y tratamiento de toxicomanías,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA ESTATAL,,Sin concierto,NO
1003000179,030128,HOSPITAL SAN CARLOS DE DENIA GRUPO HLA,COMUNIDAD VALENCIANA,ALICANTE,Dénia,PARTIDA MADRIGUERES SUD 8,03700,902300124;965781550,31,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1003000200,030165,HOSPITAL GENERAL UNIVERSITARIO DE ELDA-VIRGEN DE LA SALUD,COMUNIDAD VALENCIANA,ALICANTE,Elda,CARRETERA SAX S/N,03600,966989000;966989010,513,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000220,030015,HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,AVENIDA PINTOR BAEZA 12,03010,965913496;965933000,807,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000233,030339,HOSPITAL UNIVERSITARIO DE TORREVIEJA,COMUNIDAD VALENCIANA,ALICANTE,Torrevieja,CARRETERA CARRETERA CV 95 S. MIGUEL SALINAS-TORREVIEJA PDA. LA CEÑUELA S/N,03186,965721200;966799433,269,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000237,030226,HOSPITAL  MEDIMAR INTERNACIONAL,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,AVENIDA DENIA 78,03016,600926782;965230331,66,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1003000247,030250,HOSPITAL UNIVERSITARIO SAN JUAN DE ALICANTE,COMUNIDAD VALENCIANA,ALICANTE,Sant Joan d'Alacant,"CARRETERA C.NAL. 332, ALICANTE-VALENCIA S/N",03550,965169400;965938699,396,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000248,030340,HOSPITAL DE DENIA,COMUNIDAD VALENCIANA,ALICANTE,Dénia,CALLE BENIADLA S/N,03700,966429000;966429101,266,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000254,030362,CENTRO DE REHABILITACION NEUROLOGICA CASAVERDE,COMUNIDAD VALENCIANA,ALICANTE,Mutxamel,CALLE PONENT 15,03110,965950711,40,Hospitales especializados,PRIVADOS,,Sin concierto,NO
1003000255,030373,HOSPITAL UNIVERSITARIO VINALOPO,COMUNIDAD VALENCIANA,ALICANTE,Elche/Elx,CALLE TONICO SANSANO MORA 14,03293,966679800,214,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1003000333,030384,HOSPITAL IMED ELCHE,COMUNIDAD VALENCIANA,ALICANTE,Elche/Elx,CALLE MAX PLANCK S/N,03203,965503030;966915151,98,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1012000178,120136,HOSPITAL UNIVERSITARIO DE LA PLANA,COMUNIDAD VALENCIANA,CASTELLÓN,Vila-real,"CARRETERA VILA-REAL A BORRIANA KM 0,5",12540,964399775;964399845,258,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1012000180,120017,HOSPITAL GENERAL UNIVERSITARIO DE CASTELLON,COMUNIDAD VALENCIANA,CASTELLÓN,Castelló de la Plana,AVENIDA BENICASIM S/N,12004,964725000;964726510,521,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1012000182,120038,HOSPITAL LA MAGDALENA,COMUNIDAD VALENCIANA,CASTELLÓN,Castelló de la Plana,CAMINO COLLET 32,12004,964356800,128,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1012000183,120043,CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLON,COMUNIDAD VALENCIANA,CASTELLÓN,Castelló de la Plana,AVENIDA DOCTOR CLARA 19,12002,964354303;964359700,257,Hospitales Generales,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,SI
1012000255,120159,HOSPITAL REY D. JAIME,COMUNIDAD VALENCIANA,CASTELLÓN,Castelló de la Plana,CALLE MARIA ROSA MOLAS 25,12004,964726000,96,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1012000256,120148,INSTITUTO DE TRAUMATOLOGIA DE UNION DE MUTUAS (MATEPSS Nº 267),COMUNIDAD VALENCIANA,CASTELLÓN,Castelló de la Plana,AVENIDA VIRGEN DE LIDON 67,12004,964231212,28,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
1012000288,120115,HOSPITAL COMARCAL DE VINAROS,COMUNIDAD VALENCIANA,CASTELLÓN,Vinaròs,AVENIDA GIL DE ATROCILLO S/N,12500,964400032;964477000,174,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1012002627,120171,CENTRO MEDICALIZADO CENTRO DE TECNIFICACION DEPORTIVA VILA-REAL,COMUNIDAD VALENCIANA,CASTELLÓN,Vila-real,TRAVESIA CAMI BETXI 65,12540,964399845,36,Otros Centros con Internamiento,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1046000057,460060,CONSORCIO HOSPITAL GENERAL UNIVERSITARIO DE VALENCIA,COMUNIDAD VALENCIANA,VALENCIA,València,AVENIDA TRES CRUCES 2,46014,963131800,546,Hospitales Generales,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,SI
1046000096,460291,HOSPITAL 9 DE OCTUBRE,COMUNIDAD VALENCIANA,VALENCIA,València,CALLE VALLE DE LA BALLESTERA 59,46015,963179100;963179200,300,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1046000268,460207,HOSPITAL FRANCESC DE BORJA DE GANDIA,COMUNIDAD VALENCIANA,VALENCIA,Gandia,AVENIDA MEDICINA (DE LA) 6,46702,962849500,285,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Red de utilización pública (RUP),SI
1046000270,460381,HOSPITAL DE CRONICOS DE MISLATA (ANTIGUO HOSPITAL MILITAR DE VALENCIA),COMUNIDAD VALENCIANA,VALENCIA,Mislata,CALLE DOLORES IBARRURI 1,46920,963874693,38,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1046000278,460180,CASA DE REPOSO SAN ONOFRE,COMUNIDAD VALENCIANA,VALENCIA,Godella,AVENIDA JOAN PESET 31,46110,639634017;963638036,76,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
1046000290,460288,HOSPITAL GENERAL DE REQUENA,COMUNIDAD VALENCIANA,VALENCIA,Requena,CALLE CASABLANCA S/N,46340,962339180;962339181,113,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046000319,460109,FUNDACION INSTITUTO VALENCIANO DE ONCOLOGIA,COMUNIDAD VALENCIANA,VALENCIA,València,CALLE PROFESOR BELTRAN BAGUENA 8,46009,961114000;961114099,160,Hospitales especializados,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto sustitutorio,SI
1046000325,460023,HOSPITAL UNIVERSITARIO DR. PESET ALEIXANDRE,COMUNIDAD VALENCIANA,VALENCIA,València,AVENIDA GASPAR AGUILAR 90,46017,961622300,539,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046000342,460044,HOSPITAL CLINICO UNIVERSITARIO DE VALENCIA,COMUNIDAD VALENCIANA,VALENCIA,València,AVENIDA BLASCO IBAÑEZ 17,46010,961973500;961973691,582,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Red de utilización pública (RUP),SI
1046000344,460116,HOSPITAL VIRGEN DEL CONSUELO,COMUNIDAD VALENCIANA,VALENCIA,València,CALLE CALLOSA D'EN SARRIA 12,46007,963177800,156,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1046000353,460229,HOSPITAL LLUIS ALCANYIS DE XATIVA,COMUNIDAD VALENCIANA,VALENCIA,Xàtiva,CARRETERA XATIVA-SILLA KM. 2,46800,962289300;962289340,273,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046000362,460018,HOSPITAL UNIVERSITARIO Y POLITECNICO LA FE,COMUNIDAD VALENCIANA,VALENCIA,València,AVENIDA FERNANDO ABRIL MARTORELL 106,46026,961244000;961244226,1000,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046000383,460266,HOSPITAL DE SAGUNTO,COMUNIDAD VALENCIANA,VALENCIA,Sagunto/Sagunt,CALLE RAMON Y CAJAL 46,46520,962339300;962339308,252,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046000388,460333,HOSPITAL NISA AGUAS VIVAS,COMUNIDAD VALENCIANA,VALENCIA,Carcaixent,"URBANIZACION VALL D'AIGUES VIVES, DE LA S/N",46740,962588800;962588933,96,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1046000390,460327,HOSPITAL IMED GANDIA,COMUNIDAD VALENCIANA,VALENCIA,Gandia,CALLE DAIMUS 26,46701,962874740,12,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1046000414,460240,HOSPITAL INTERMUTUAL DE LEVANTE,COMUNIDAD VALENCIANA,VALENCIA,San Antonio de Benagéber,"CARRETERA CTRA VALENCIA-ADEMUZ KM 11,700",46184,961350250,230,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
1046000421,460137,HOSPITAL QUIRONSALUD VALENCIA,COMUNIDAD VALENCIANA,VALENCIA,València,AVENIDA BLASCO IBAÑEZ 14,46010,963690600,88,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1046000423,460351,HOSPITAL UNIVERSITARIO DE LA RIBERA,COMUNIDAD VALENCIANA,VALENCIA,Alzira,CARRETERA CORBERA 1,46600,962458100;962458234,364,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046000556,460272,HOSPITAL DOCTOR MOLINER,COMUNIDAD VALENCIANA,VALENCIA,Serra,CALLE PORTA COELI S/N,46118,961687900;961687912,179,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1046000568,460082,HOSPITAL CATOLICO CASA DE SALUD,COMUNIDAD VALENCIANA,VALENCIA,València,CALLE DOCTOR MANUEL CANDELA 41,46021,963897700;963897716,192,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1046000576,460369,HOSPITAL PARE JOFRE,COMUNIDAD VALENCIANA,VALENCIA,València,CALLE SAN LAZARO S/N,46017,961925200,125,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1046000577,460235,HOSPITAL GENERAL DE ONTINYENT,COMUNIDAD VALENCIANA,VALENCIA,Ontinyent,AVENIDA DE FRANCISCO CERDA 3,46870,962989200,56,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1046000629,460168,HOSPITAL PSIQUIATRICO PROVINCIAL,COMUNIDAD VALENCIANA,VALENCIA,Bétera,CARRETERA BURJASSOT - TORRES TORRES KM 9,46117,961699019;961699080,80,Hospitales de salud mental y tratamiento de toxicomanías,DIPUTACIÓN O CABILDO,,Sin concierto,NO
1046000651,460039,HOSPITAL ARNAU DE VILANOVA,COMUNIDAD VALENCIANA,VALENCIA,València,CALLE SAN CLEMENTE 12,46015,961976000;961976010,282,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046000667,460370,HOSPITAL DE MANISES,COMUNIDAD VALENCIANA,VALENCIA,Manises,AVENIDA GENERALITAT VALENCIANA 50,46940,961845000;961845065,354,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046004933,460415,UNIDAD DE DESINTOXICACION HOSPITALARIA,COMUNIDAD VALENCIANA,VALENCIA,Carcaixent,CALLE CTRA. ALZIRA-TAVERNES DE V. CV50,46740,962588800,16,Otros Centros con Internamiento,PRIVADOS,,Sin concierto,NO
1046006312,460392,HOSPITAL DE LLIRIA,COMUNIDAD VALENCIANA,VALENCIA,Llíria,"PARAJE PARATGE CABEÇO DE L'AGUILA, CV 35 S/N",46160,962718800,92,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1046008287,460404,IMED VALENCIA,COMUNIDAD VALENCIANA,VALENCIA,Burjassot,CALLE FERROCARRIL 57,46100,963003003;966878783,207,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1046009364,460437,CLINICA IMSKE,COMUNIDAD VALENCIANA,VALENCIA,València,CALLE SUIZA S/N,46024,646521270;649204566,18,Hospitales especializados,PRIVADOS,,Sin concierto,NO
1046009450,460426,CENTRO HABILITADO ERNEST LLUCH,COMUNIDAD VALENCIANA,VALENCIA,València,AVENIDA CAMPANAR 66,46015,961244226,165,Otros Centros con Internamiento,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1106000332,060021,HOSPITAL UNIVERSITARIO DE BADAJOZ,EXTREMADURA,BADAJOZ,Badajoz,AVENIDA ELVAS 0,06006,924218100,529,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000566,060037,HOSPITAL MATERNO-INFANTIL,EXTREMADURA,BADAJOZ,Badajoz,CALLE VIOLETA 1,06010,924215000,225,Hospitales especializados,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000744,060297,HOSPITAL PARQUE VEGAS ALTAS,EXTREMADURA,BADAJOZ,Don Benito,AVENIDA MADRID 1,06400,924808482,21,Hospitales Generales,PRIVADOS,,Concierto parcial,SI
1106000791,060080,RIBERA SALUD INFRAESTRUCTURAS S.L.U,EXTREMADURA,BADAJOZ,Almendralejo,PASEO PIEDAD 5,06200,924670017,105,Hospitales de media y larga estancia,PRIVADOS,,Sin concierto,NO
1106000792,060093,HOSPITAL DON BENITO-VILLANUEVA DE LA SERENA,EXTREMADURA,BADAJOZ,Don Benito,CARRETERA DON BENITO VILLANUEVA 0,06400,924386800,292,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000794,060114,HOSPITAL GENERAL DE LLERENA,EXTREMADURA,BADAJOZ,Llerena,AVENIDA BADAJOZ 1,06900,924877000,138,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000795,060129,HOSPITAL DE MERIDA,EXTREMADURA,BADAJOZ,Mérida,AVENIDA DON ANTONIO CAMPOS HOYOS 26,06800,924381000,331,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000796,060135,CENTRO SOCIOSANITARIO DE MERIDA,EXTREMADURA,BADAJOZ,Mérida,CARRETERA VALVERDE 0,06800,924388081,296,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1106000797,060140,RIBERA SALUD-HOSPITAL SANTA JUSTA,EXTREMADURA,BADAJOZ,Villanueva de la Serena,CALLE CONCEPCION 24,06700,924845463,29,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1106000798,060172,HOSPITAL QUIRONSALUD CLIDEBA,EXTREMADURA,BADAJOZ,Badajoz,CALLE ELADIO SALINERO DE LOS SANTOS 6,06011,924229050,76,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1106000801,060208,HOSPITAL DE ZAFRA,EXTREMADURA,BADAJOZ,Zafra,CARRETERA BADAJOZ GRANADA 0,06300,924029200,91,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000803,060220,HOSPITAL PERPETUO SOCORRO,EXTREMADURA,BADAJOZ,Badajoz,AVENIDA DAMIAN TELLEZ LAFUENTE 0,06010,924215060,282,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000804,060231,HOSPITAL SIBERIA-SERENA,EXTREMADURA,BADAJOZ,Talarrubias,CARRETERA TALARRUBIAS-AGUDO   KM 2 0,06640,924648100,43,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106000805,060242,HOSPITAL TIERRA DE BARROS,EXTREMADURA,BADAJOZ,Almendralejo,CARRETERA NACIONAL 630 0,06200,924699200,50,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1106001192,060275,CASAVERDE CENTRO DE REHABILITACION NEUROLOGICO DE EXTREMADURA S.L.,EXTREMADURA,BADAJOZ,Mérida,AVENIDA ADOLFO SUAREZ 56,06800,924380330,100,Hospitales especializados,PRIVADOS,,Red de utilización pública (RUP),NO
1110000306,100015,HOSPITAL SAN PEDRO DE ALCANTARA,EXTREMADURA,CÁCERES,Cáceres,AVENIDA PABLO NARANJO PORRAS 0,10005,927256211,419,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1110000361,100020,HOSPITAL PROVINCIAL NUESTRA SEÑORA DE LA MONTAÑA,EXTREMADURA,CÁCERES,Cáceres,AVENIDA DE ESPAÑA 1,10004,927256800,116,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1110000563,100041,HOSPITAL CIUDAD DE CORIA,EXTREMADURA,CÁCERES,Coria,CALLE CERVANTES 75,10800,927149200,108,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1110000572,100054,HOSPITAL CAMPO ARAÑUELO,EXTREMADURA,CÁCERES,Navalmoral de la Mata,CALLE TOMAS YUSTE MIRON 0,10300,927548900,99,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
